site,ind,mtemp,L1,deltaL_obs,deltaT
LCR_res,229,-0.729440307,16.3,9.3,1.060273973
LCR_res,229,-1.45709962,25.6,1,0.635616438
LCR_res,229,-0.472150552,26.6,2.4,1.964383562
LCR_res,230,1.222912149,15.7,3,0.367123288
LCR_res,230,-1.900872244,18.7,0.4,0.654794521
LCR_res,230,-0.469079362,19.1,5,1.928767123
LCR_res,231,1.222912149,16.4,3.1,0.367123288
LCR_res,231,-0.782629125,19.5,2.8,0.994520548
LCR_res,231,0.088252361,22.3,0.2,0.073972603
LCR_res,231,-1.4514574,22.5,1,0.635616438
LCR_res,232,-0.281253077,14,-0.1,0.079452055
LCR_res,232,-1.893547051,13.9,1.6,0.62739726
LCR_res,232,1.501627658,15.5,2.8,0.287671233
LCR_res,232,-0.791857046,18.3,3.7,1.671232877
LCR_res,233,1.222574481,11.3,3.2,0.369863014
LCR_res,234,1.224360701,11.1,4.4,0.364383562
LCR_res,234,-0.722315637,15.5,4.7,1.068493151
LCR_res,234,-1.47877154,20.2,1.8,0.62739726
LCR_res,234,1.414888985,22,4,0.295890411
LCR_res,235,1.222912149,18.5,2.5,0.367123288
LCR_res,235,-0.277738413,21,-0.5,0.073972603
LCR_res,235,-0.823215404,20.5,4.5,0.920547945
LCR_res,235,0.87064572,25,-0.7,0.005479452
LCR_res,235,-1.307745392,24.3,2.2,0.704109589
LCR_res,235,-0.512633071,26.5,1.9,0.882191781
LCR_res,235,0.564227939,28.4,-0.3,0.079452055
LCR_res,235,1.215309757,28.1,-0.2,0.002739726
LCR_res,236,1.222912149,11.5,4.7,0.367123288
LCR_res,236,-0.277738413,16.2,-0.1,0.073972603
LCR_res,237,-0.720059605,20,2.3,1.071232877
LCR_res,237,0.212898288,22.3,-0.2,0.002739726
LCR_res,237,-0.508567031,22.1,-0.1,1.01369863
LCR_res,238,1.224360701,15.8,1.4,0.364383562
LCR_res,238,-1.908767776,17.2,1.8,0.652054795
LCR_res,238,1.366801185,19,2.8,0.339726027
LCR_res,238,0.110484091,21.8,0.7,0.076712329
LCR_res,239,1.226552855,11.3,2.2,0.361643836
LCR_res,240,1.224360701,24,1.5,0.364383562
LCR_res,240,-0.281253077,25.5,-0.1,0.079452055
LCR_res,240,-1.862168024,25.4,0.8,0.632876712
LCR_res,240,1.48529974,26.2,3,0.287671233
LCR_res,240,0.030863633,29.2,0,0.071232877
LCR_res,240,-0.834323712,29.2,2.3,1.594520548
LCR_res,240,-0.43578581,31.5,7.8,9.931506849
LCR_res,241,1.226552855,25.1,1.3,0.361643836
LCR_res,241,-0.777866205,26.4,1.6,0.997260274
LCR_res,242,1.224360701,17.3,2.3,0.364383562
LCR_res,242,-0.277738413,19.6,-0.5,0.073972603
LCR_res,242,-2.153326129,19.1,1.4,0.569863014
LCR_res,243,0.047781744,10.4,1.1,0.076712329
LCR_res,243,1.032279911,11.5,0,0.002739726
LCR_res,243,1.224360701,11.5,3.6,0.364383562
LCR_res,244,1.226552855,12.1,3.4,0.361643836
LCR_res,245,-1.944983549,16.5,-0.2,0.64109589
LCR_res,245,0.646510943,16.3,0.5,0.071232877
LCR_res,245,1.497258575,16.8,3.8,0.282191781
LCR_res,245,-1.473858727,20.6,0.4,0.632876712
LCR_res,245,0.218331263,21,0.7,0.076712329
LCR_res,246,1.032279911,26.2,-0.4,0.002739726
LCR_res,246,1.224360701,25.8,0.7,0.364383562
LCR_res,247,1.215753107,16.4,1.8,0.364383562
LCR_res,247,-0.730778835,18.2,3.4,1.057534247
LCR_res,247,-0.550079849,21.6,1.4,0.920547945
LCR_res,247,-0.107285576,23,-0.4,0.010958904
LCR_res,247,-0.280118002,22.6,2.5,1.065753425
LCR_res,248,1.212042277,16.1,0.9,0.37260274
LCR_res,248,-0.282587594,17,0.1,0.068493151
LCR_res,248,-1.9593449,17.1,2.5,0.619178082
LCR_res,248,-0.512030936,19.6,3.9,0.934246575
LCR_res,249,1.212299408,20.4,2,0.369863014
LCR_res,250,-0.718974613,21.2,1.8,1.071232877
LCR_res,251,-0.280236111,19.6,-0.2,0.071232877
LCR_res,252,-0.272981371,15.3,0.2,0.073972603
LCR_res,253,-1.907965813,17.2,3,0.652054795
LCR_res,253,1.136578731,20.2,4.4,0.416438356
LCR_res,254,-0.283697872,22.8,0,0.076712329
LCR_res,255,-0.786933318,23,3.7,2.665753425
LCR_res,256,1.208567821,12.4,3.1,0.378082192
LCR_res,257,-0.995519779,18.5,4.1,1.701369863
LCR_res,258,-0.995519779,15.6,7.8,1.701369863
LCR_res,258,-0.418996412,23.4,1.3,0.964383562
LCR_res,259,1.212299408,12.5,3.2,0.369863014
LCR_res,259,-0.784203353,15.7,5.6,0.991780822
LCR_res,259,-0.464696166,21.3,2.9,1.093150685
LCR_res,259,-0.596615231,24.2,0,0.002739726
LCR_res,259,-1.703078508,24.2,0.2,0.501369863
LCR_res,260,1.21365793,12.3,4,0.367123288
LCR_res,261,-1.691526034,13,2.2,0.709589041
LCR_res,261,-0.557649043,15.2,4.3,0.915068493
LCR_res,262,-1.945163219,19.7,0.5,0.64109589
LCR_res,262,1.151804497,20.2,3,0.410958904
LCR_res,262,-0.495115864,23.2,1.4,1.038356164
LCR_res,262,-1.740184284,24.6,-0.1,0.493150685
LCR_res,263,-1.952418706,17.5,0,0.638356164
LCR_res,264,1.212042277,16.4,0.9,0.37260274
LCR_res,265,-1.718157804,14.1,1.9,0.704109589
LCR_res,265,1.197196896,16,3.5,0.367123288
LCR_res,266,-1.010187721,14.5,12.1,1.684931507
LCR_res,266,0.063307943,26.6,3.9,1.284931507
LCR_res,267,-0.280236111,14.4,0.1,0.071232877
LCR_res,268,-0.280236111,14.6,0.2,0.071232877
LCR_res,269,-1.057913174,14.7,6.1,1.619178082
LCR_res,270,-0.280236111,26.5,0,0.071232877
LCR_res,270,-0.085682365,26.5,-0.2,0.002739726
LCR_res,271,1.012289104,10.9,5.6,0.446575342
LCR_res,271,-0.283697872,16.5,0.6,0.076712329
LCR_res,272,-0.280236111,16.5,0,0.071232877
LCR_res,273,-0.272981371,19.6,-0.1,0.073972603
LCR_res,274,-0.538076097,22.2,5.8,2.989041096
LCR_res,275,1.012289104,23.5,1.7,0.446575342
LCR_res,275,-1.9159246,25.2,0,0.649315068
LCR_res,275,-0.462555979,25.2,2.8,1.939726027
LCR_res,276,-0.272981371,14.5,0,0.073972603
LCR_res,277,1.212299408,11.4,4.2,0.369863014
LCR_res,277,-0.280236111,15.6,0.6,0.071232877
LCR_res,277,-2.129027972,16.2,3.5,0.575342466
LCR_res,278,-1.925306658,15.7,1.5,0.646575342
LCR_res,279,-0.617272639,14.4,22.1,2.076712329
LCR_res,280,1.21365793,12.8,4.7,0.367123288
LCR_res,280,-0.272981371,17.5,0.2,0.073972603
LCR_res,281,1.032279911,18,0,0.002739726
LCR_res,281,0.937170179,18,-0.3,0.002739726
LCR_res,281,1.215753107,17.7,1.8,0.364383562
LCR_res,282,-0.272981371,20.9,0.6,0.073972603
LCR_res,283,-0.784203353,19.2,2.8,0.991780822
LCR_res,284,-0.784203353,22,4.6,0.991780822
LCR_res,284,-1.326721718,26.6,0.8,0.695890411
LCR_res,285,1.032279911,13.1,0,0.002739726
LCR_res,285,1.21365793,13.1,4.4,0.367123288
LCR_res,286,1.212042277,11.8,3.7,0.37260274
LCR_res,286,-0.733080177,15.5,6.5,1.054794521
LCR_res,287,1.209783109,17.1,2.4,0.375342466
LCR_res,287,-0.282587594,19.5,0.1,0.068493151
LCR_res,288,1.212042277,12,3.9,0.37260274
LCR_res,289,1.21365793,10.9,4,0.367123288
LCR_res,290,-0.283697872,16.4,0,0.076712329
LCR_res,291,0.047781744,16.2,1.3,0.076712329
LCR_res,291,1.212299408,17.5,3,0.369863014
LCR_res,292,-0.723625524,15.9,3.3,1.065753425
LCR_res,292,0.185434892,19.2,-0.2,0.005479452
LCR_res,292,-0.545458359,19,10.6,6.509589041
LCR_res,293,1.21365793,12,3.4,0.367123288
LCR_res,293,-0.617396116,15.4,14,2.068493151
LCR_res,293,-0.684916161,29.4,5.6,2.501369863
LCR_res,294,-0.775115787,16.8,6.3,0.997260274
LCR_res,294,-0.391693486,23.1,6.6,2.057534247
LCR_res,295,-0.784203353,16,6.6,0.991780822
LCR_res,295,0.87064572,22.6,-0.4,0.005479452
LCR_res,295,-0.511604001,22.2,3.9,0.991780822
LCR_res,295,-1.217783651,26.1,-0.6,0.673972603
LCR_res,296,-0.784203353,21.5,2.1,0.991780822
LCR_res,296,-0.577117775,23.6,10.1,4.567123288
LCR_res,296,-0.170309789,33.7,2,3.438356164
LCR_res,297,-0.79728487,18.2,3.3,0.983561644
LCR_res,298,1.212299408,11.1,3.4,0.369863014
LCR_res,299,-1.078301971,13.7,6.3,1.569863014
LCR_res,300,-0.331116225,15.5,-0.3,0.002739726
LCR_res,300,-1.019043055,15.2,7.1,1.643835616
LCR_res,301,-0.359180156,11.1,2.1,0.073972603
LCR_res,301,1.012228255,13.2,4.4,0.44109589
LCR_res,302,-1.028309767,16.4,3,1.635616438
LCR_res,303,1.015179863,15.4,2.2,0.42739726
LCR_res,304,-0.331116225,13.6,0.1,0.002739726
LCR_res,305,-0.753059272,13,4.7,1.002739726
LCR_res,306,-0.331116225,14.5,0,0.002739726
LCR_res,307,1.015238208,23.4,-0.2,0.435616438
LCR_res,308,1.014132681,18.5,2.5,0.438356164
LCR_res,308,-0.755547779,21,3.9,1
LCR_res,308,-1.676981754,24.9,0.2,0.561643836
LCR_res,308,0.941140616,25.1,1.6,0.460273973
LCR_res,308,-1.733460191,26.7,0.2,0.501369863
LCR_res,309,-0.240131119,20,0,0.005479452
LCR_res,310,1.014637721,23.8,1.5,0.432876712
LCR_res,310,-0.240131119,25.3,0.2,0.005479452
LCR_res,310,-1.866101527,25.5,0.5,0.64109589
LCR_res,311,0.806162714,27,0,0.517808219
LCR_res,312,1.012228255,38.2,0.2,0.44109589
LCR_res,312,-1.806054213,38.4,-0.1,0.654794521
LCR_res,312,1.504975204,38.3,-0.6,0.279452055
LCR_res,312,0.115488935,37.7,0,0.082191781
LCR_res,312,-1.733163653,37.7,-0.1,0.545205479
LCR_res,312,0.782835335,37.6,0.3,0.005479452
LCR_res,312,0.190969907,37.9,0.1,0.076712329
LCR_res,312,1.073000713,38,0.5,0.383561644
LCR_res,313,0.824959418,21.3,-0.3,0.512328767
LCR_res,314,1.012228255,24.2,0.4,0.44109589
LCR_res,315,1.012228255,26.8,0.2,0.44109589
LCR_res,316,0.806162714,20.5,0.3,0.517808219
LCR_res,317,0.70818316,27,0,0.002739726
LCR_res,317,0.835857638,27,0,0.002739726
LCR_res,317,1.015238208,27,0,0.435616438
LCR_res,317,-0.240131119,27,-0.5,0.005479452
LCR_res,318,1.014132681,11.2,4.2,0.438356164
LCR_res,319,-0.331116225,19.3,0.3,0.002739726
LCR_res,319,-0.067318095,19.6,-0.2,0.010958904
LCR_res,320,-0.758058521,14.7,5.8,0.997260274
LCR_res,321,1.015238208,10.4,4.2,0.435616438
LCR_res,322,1.014132681,26.3,-0.3,0.438356164
LCR_res,323,-1.033285356,15,9.8,1.630136986
LCR_res,323,-0.476155195,24.8,4.6,1.956164384
LCR_res,324,1.014544682,11.1,5.8,0.419178082
LCR_res,325,1.014132681,16.7,2.3,0.438356164
LCR_res,326,1.015179863,17.3,2.9,0.42739726
LCR_res,327,-1.908446117,20,2,0.635616438
LCR_res,328,0.824959418,11.7,5.4,0.512328767
LCR_res,328,-0.537968528,17.1,11.7,4.054794521
LCR_res,328,-2.112905401,28.8,0.8,0.460273973
LCR_res,328,1.030573666,29.6,-0.1,0.44109589
LCR_res,329,0.824959418,10.2,4.3,0.512328767
LCR_res,330,1.015179863,22.2,2.8,0.42739726
LCR_res,331,-0.240131119,14.3,0.2,0.005479452
LCR_res,332,-0.749223847,15.5,0.7,1.005479452
LCR_res,332,-1.495676608,16.2,3.8,0.621917808
LCR_res,333,-0.302199131,35,-0.3,0.082191781
LCR_res,333,1.006829068,34.7,0,0.438356164
LCR_res,334,-0.521734314,17.7,11.6,2.991780822
LCR_res,334,-1.757139203,29.3,-0.8,0.597260274
LCR_res,334,-0.372941792,28.5,2.3,5.008219178
LCR_res,335,-0.657809525,22.5,5.3,4.512328767
LCR_res,335,0.518049029,27.8,0.9,0.205479452
LCR_res,336,0.800182129,32.1,-0.6,0.520547945
LCR_res,337,-0.29621352,25.7,0.1,0.073972603
LCR_res,337,0.835857638,25.8,-0.2,0.002739726
LCR_res,337,1.006829068,25.6,0.4,0.438356164
LCR_res,337,-1.858779,26,0,0.643835616
LCR_res,337,1.203425244,26,2,0.369863014
LCR_res,338,0.800182129,18.9,0.8,0.520547945
LCR_res,338,-1.088250221,19.7,2.8,1.55890411
LCR_res,338,0.782663854,22.5,0.1,0.002739726
LCR_res,338,-0.45325529,22.6,1.9,0.961643836
LCR_res,339,0.809226906,11.7,6,0.517808219
LCR_res,339,-0.147992397,17.7,0.1,0.002739726
LCR_res,340,0.8188152,23.6,1,0.515068493
LCR_res,341,-0.826725799,14.7,4.2,0.926027397
LCR_res,341,-1.282983546,18.9,2.7,0.712328767
LCR_res,341,-0.437974759,21.6,3.9,0.950684932
LCR_res,341,0.856131414,25.5,0.5,0.005479452
LCR_res,342,-0.147992397,28.1,-0.2,0.002739726
LCR_res,343,-0.826725799,19.4,5.6,0.926027397
LCR_res,344,-0.842164378,15.5,8,2.526027397
LCR_res,345,-0.812579534,15.6,6,0.934246575
LCR_res,345,-1.313481334,21.6,1.9,0.701369863
LCR_res,345,1.087388421,23.5,1,0.383561644
LCR_res,346,-0.812579534,13.1,6.9,0.934246575
LCR_res,346,-1.290929556,20,1.8,0.709589041
LCR_res,347,-0.334789902,29.5,0,0.071232877
LCR_res,347,1.003941534,29.5,-0.2,0.443835616
LCR_res,347,-0.147992397,29.3,0.2,0.002739726
LCR_res,348,-0.302199131,18.4,0.2,0.082191781
LCR_res,348,1.006829068,18.6,1.4,0.438356164
LCR_res,348,-2.061324797,20,1.4,0.594520548
LCR_res,348,-0.47996574,21.4,1.3,0.978082192
LCR_res,348,0.27764394,22.7,2,0.071232877
LCR_res,348,0.685486519,24.7,0.2,0.002739726
LCR_res,349,-0.65826575,20.5,6.9,4.509589041
LCR_res,349,0.045589376,27.4,0.3,1.517808219
LCR_res,350,-2.094258153,14.8,2.2,0.58630137
LCR_res,350,0.47388523,17,0.8,0.054794521
LCR_res,351,-0.147992397,21,-0.2,0.002739726
LCR_res,352,-2.113799182,14.7,3.3,0.580821918
LCR_res,352,-0.022136051,18,-0.2,0.005479452
LCR_res,352,-0.481894423,17.8,4.2,0.97260274
LCR_res,352,0.230192125,22,0.6,0.082191781
LCR_res,352,1.422342177,22.6,0.2,0.293150685
LCR_res,353,-0.648549145,20.6,9.3,4.597260274
LCR_res,353,-0.395644038,29.9,4.3,3.112328767
LCR_res,354,1.005515753,15,2.9,0.42739726
LCR_res,355,-0.809476762,25.3,3.5,2.589041096
LCR_res,356,-0.378823816,10.6,0.9,0.076712329
LCR_res,356,1.003941534,11.5,4.3,0.443835616
LCR_res,357,1.003941534,11,2.6,0.443835616
LCR_res,358,0.999641816,17,2,0.44109589
LCR_res,358,-1.092746313,19,7.1,1.553424658
LCR_res,358,0.651692381,26.1,0.2,0.005479452
LCR_res,358,-0.38750747,26.3,2.7,1.030136986
LCR_res,358,1.533003037,29,2.4,0.320547945
LCR_res,359,0.996860205,11,4.5,0.446575342
LCR_res,360,0.998646232,26.7,0.3,0.443835616
LCR_res,360,-2.090835666,27,0.2,0.58630137
LCR_res,360,-0.473133196,27.2,1.8,1.920547945
LCR_res,360,-0.021388132,29,-0.5,0.005479452
LCR_res,360,0.540753006,28.5,0.5,0.076712329
LCR_res,360,-0.059565417,29,0.4,1.460273973
LCR_res,360,-1.799443144,29.4,0.1,0.528767123
LCR_res,360,-0.535492175,29.5,0.3,0.005479452
LCR_res,361,-0.808436487,23.4,5.8,2.589041096
LCR_res,361,0.874672183,29.2,0,0.002739726
LCR_res,362,-0.153970417,11.9,1.1,0.068493151
LCR_res,362,0.999641816,13,3.2,0.44109589
LCR_res,363,0.804177019,25.4,-0.1,0.520547945
LCR_res,364,-0.834251464,19.3,6.4,0.920547945
LCR_res,365,-0.755887266,16,6.3,0.997260274
LCR_res,366,0.996860205,10.2,4.6,0.446575342
LCR_res,367,0.999288017,12.5,3.6,0.432876712
LCR_res,368,-1.086624727,22.6,5.4,1.55890411
LCR_res,369,0.804177019,22,2.1,0.520547945
LCR_res,370,0.999641816,28,1.3,0.44109589
LCR_res,371,-0.041154405,29.6,-0.4,0.008219178
LCR_res,372,0.996860205,24.3,0.7,0.446575342
LCR_res,373,-0.520291736,21,5.4,3.002739726
LCR_res,374,0.998646232,11,2.8,0.443835616
LCR_res,375,-1.033530078,14.5,12.1,1.62739726
LCR_res,375,0.494891126,26.6,-0.3,0.002739726
LCR_res,376,-0.947522425,27,-0.3,0.005479452
LCR_res,376,-0.334789902,26.7,0.1,0.071232877
LCR_res,376,0.771382822,26.8,0,0.005479452
LCR_res,376,0.999641816,26.8,0.3,0.44109589
LCR_res,377,0.999641816,25.5,-0.5,0.44109589
LCR_res,378,0.99867984,16,3,0.435616438
LCR_res,379,0.996860205,16.1,2.5,0.446575342
LCR_res,380,0.99867984,11.2,4.1,0.435616438
LCR_res,381,-0.378823816,25.2,-0.2,0.076712329
LCR_res,381,0.996860205,25,-0.2,0.446575342
LCR_res,382,0.998353388,10.7,4.3,0.424657534
LCR_res,383,0.996860205,21.6,2.4,0.446575342
LCR_res,384,0.795206049,10.2,5.8,0.523287671
LCR_res,385,0.998353388,12,4,0.424657534
LCR_res,386,-2.113526932,19.6,0.2,0.580821918
LCR_res,386,0.47388523,19.8,1.1,0.054794521
LCR_res,387,-1.874289324,16.8,3.2,0.638356164
LCR_res,387,-0.500084057,20,6.9,1.873972603
LCR_res,388,-0.017545452,13.5,-0.2,0.002739726
LCR_res,388,-1.898551602,13.3,13.7,0.632876712
LCR_res,388,0.188961764,20.3,-0.1,0.073972603
LCR_res,388,-0.434217511,20.2,8.3,2.950684932
LCR_res,389,-0.017545452,25.7,-0.2,0.002739726
LCR_res,389,-2.134569337,25.5,0.1,0.575342466
LCR_res,389,1.343141572,25.6,3.5,0.347945205
LCR_res,389,-1.481086351,29.1,0.4,0.630136986
LCR_res,389,0.19413983,29.5,0.5,0.076712329
LCR_res,389,0.694508786,30,0,0.002739726
LCR_res,389,-0.428633732,30,0.6,0.95890411
LCR_res,389,0.981247713,30.6,0.3,0.002739726
LCR_res,389,-0.528845216,30.9,1.1,0.989041096
LCR_res,389,0.093768048,32,0.1,0.005479452
LCR_res,389,1.123659086,32.1,0.3,0.112328767
LCR_res,389,2.016028606,32.4,-0.1,0.01369863
LCR_res,389,-0.610330792,32.3,1.2,0.865753425
LCR_res,390,0.993000057,18.7,2.9,0.44109589
LCR_res,390,-0.017545452,21.6,-0.3,0.002739726
LCR_res,391,0.829360175,15.8,4.2,0.515068493
LCR_res,391,-0.806326357,20,6.3,2.591780822
LCR_res,392,0.992693052,27,1.6,0.438356164
LCR_res,393,0.993259743,11,4,0.435616438
LCR_res,394,0.993000057,18,2.7,0.44109589
LCR_res,394,-0.117892285,20.7,0,0.010958904
LCR_res,394,-2.151896664,20.7,0.2,0.569863014
LCR_res,394,1.34702783,20.9,2.2,0.347945205
LCR_res,394,0.87064572,23.1,-0.6,0.005479452
LCR_res,394,-1.330673387,22.5,1.2,0.695890411
LCR_res,394,0.619534833,23.7,-0.2,0.01369863
LCR_res,394,1.453531111,23.5,2,0.282191781
LCR_res,395,-0.017545452,15.1,-0.1,0.002739726
LCR_res,396,0.993259743,15.4,2.7,0.435616438
LCR_res,397,-0.082647387,16.7,-0.2,0.005479452
LCR_res,398,-1.874289324,13.9,3.1,0.638356164
LCR_res,399,-0.017545452,14.2,0.3,0.002739726
LCR_res,400,-0.657405727,15.5,11.5,4.515068493
LCR_res,401,-2.12453311,16.9,2.3,0.578082192
LCR_res,402,-0.750257175,14.1,3.9,1.002739726
LCR_res,402,-1.669642073,18,1.3,0.564383562
LCR_res,402,0.300368813,19.3,1.2,0.076712329
LCR_res,403,-0.017545452,15.5,0.1,0.002739726
LCR_res,404,-1.091905518,18.5,5.3,1.553424658
LCR_res,405,0.993000057,18.3,3.3,0.44109589
LCR_res,406,-0.654951486,16.7,3.5,1.926027397
LCR_res,406,-1.487339123,20.2,0.2,0.58630137
LCR_res,407,-0.745170796,28.9,0.7,1.008219178
LCR_res,407,-1.465691549,29.6,0,0.630136986
LCR_res,407,-0.524812282,29.6,1.2,0.873972603
LCR_res,407,0.549568291,30.8,0.1,0.079452055
LCR_res,408,-0.72736898,14.7,11.3,3.58630137
LCR_res,409,0.993259743,10.9,3.1,0.435616438
LCR_res,410,0.993000057,25.4,2.9,0.44109589
LCR_res,411,0.972479591,23.5,-0.4,0.005479452
LCR_res,411,0.993259743,23.1,0.9,0.435616438
LCR_res,412,-0.062698029,10.9,1.2,0.073972603
LCR_res,412,0.992693052,12.1,3.9,0.438356164
LCR_res,413,0.819727644,33.1,0.2,0.517808219
LCR_res,414,-1.82717021,17.2,3.8,0.646575342
LCR_res,414,-0.180089975,21,8,2.276712329
LCR_res,415,0.991851068,14.5,-0.5,0.430136986
LCR_res,415,-0.117892285,14,0.3,0.010958904
LCR_res,415,-2.172566617,14.3,3.1,0.564383562
LCR_res,415,-0.022136051,17.4,-0.2,0.005479452
LCR_res,416,-0.129084015,17.2,0.4,0.008219178
LCR_res,416,-2.16249884,17.6,0.6,0.567123288
LCR_res,416,-0.022136051,18.2,0,0.005479452
LCR_res,416,0.424259232,18.2,0.5,0.052054795
LCR_res,416,1.516794653,18.7,2.5,0.293150685
LCR_res,416,-1.275688032,21.2,1.1,0.715068493
LCR_res,416,1.077265858,22.3,1.2,0.378082192
LCR_res,417,-1.904758075,17,2.6,0.632876712
LCR_res,418,-0.807173519,21.1,5.6,0.934246575
LCR_res,418,-1.50139144,26.7,-0.1,0.624657534
LCR_res,418,0.214627667,26.6,0.2,0.079452055
LCR_res,419,-2.080018269,15.1,4.3,0.589041096
LCR_res,419,0.717900986,19.4,-0.5,0.054794521
LCR_res,419,-0.491760485,18.9,3.6,0.994520548
LCR_res,420,-1.030625707,17.2,7.6,1.630136986
LCR_res,421,-0.831337425,15.8,5.7,0.920547945
LCR_res,421,0.81614111,21.5,-0.5,0.005479452
LCR_res,421,0.100137734,21,0.3,0.068493151
LCR_res,422,-0.082647387,16,-0.3,0.005479452
LCR_res,422,-0.628512566,15.7,4.5,2.010958904
LCR_res,423,0.993000057,19.1,1.7,0.44109589
LCR_res,424,-0.082647387,16.7,-0.2,0.005479452
LCR_res,425,-0.082647387,16.4,0.1,0.005479452
LCR_res,426,0.993259743,16,1.6,0.435616438
LCR_res,427,-0.017545452,15.1,-0.1,0.002739726
LCR_res,428,-0.082647387,21.2,-0.1,0.005479452
LCR_res,429,-0.082647387,26.5,-0.2,0.005479452
LCR_res,430,0.993259743,16.5,2.8,0.435616438
LCR_res,431,-0.6272054,18.6,6.9,2.01369863
LCR_res,431,-0.900271772,25.5,3.2,1.495890411
LCR_res,432,0.993259743,17.7,2.5,0.435616438
LCR_res,432,-0.082647387,20.2,0,0.005479452
LCR_res,432,-0.830778773,20.2,3.2,0.917808219
LCR_res,432,0.744925181,23.4,-0.2,0.005479452
LCR_res,433,-0.082647387,14.6,-0.5,0.005479452
LCR_res,434,-2.133437633,14.8,2.1,0.575342466
LCR_res,435,0.993259743,11.2,4.2,0.435616438
LCR_res,435,-0.817066875,15.4,4,0.928767123
LCR_res,435,0.08137733,19.4,0.1,0.071232877
LCR_res,435,-1.444079885,19.5,1.1,0.638356164
LCR_res,435,-0.476128277,20.6,4.3,1.95890411
LCR_res,435,0.514580344,24.9,0.1,0.002739726
LCR_res,435,1.234157557,25,0.5,0.109589041
LCR_res,436,-2.113526932,19.8,1.6,0.580821918
LCR_res,436,0.424259232,21.4,-0.1,0.052054795
LCR_res,436,1.418827668,21.3,0.7,0.002739726
LCR_res,436,-0.45068642,22,5.1,1.961643836
LCR_res,436,1.538155394,27.1,0.8,0.317808219
LCR_res,437,-2.133437633,13.7,2.1,0.575342466
LCR_res,438,0.8403311,19.2,1.9,0.512328767
LCR_res,439,0.972479591,10.8,0,0.005479452
LCR_res,439,0.993259743,10.8,3.1,0.435616438
LCR_res,439,-0.763152539,13.9,4.5,0.989041096
LCR_res,439,-0.542807103,18.4,1.4,0.934246575
LCR_res,440,0.8403311,10.5,5.4,0.512328767
LCR_res,440,-1.904758075,15.9,2.9,0.632876712
LCR_res,440,-0.447679334,18.8,14.6,6.887671233
LCR_res,440,-0.106781312,33.4,-0.2,0.002739726
LCR_res,440,-0.468586295,33.2,0.4,4.002739726
LCR_res,440,-0.198177633,33.6,0.8,1.073972603
LCR_res,441,0.993259743,11,4.7,0.435616438
LCR_res,442,0.819727644,27.8,0.3,0.517808219
LCR_res,442,-0.082647387,28.1,0,0.005479452
LCR_res,443,0.993723014,24.5,0.3,0.443835616
LCR_res,444,-0.658014525,28.5,3.8,4.512328767
LCR_res,444,-0.385149522,32.3,1.2,2
LCR_res,445,0.992769858,22.5,0.4,0.446575342
LCR_res,445,-0.521418321,22.9,5.5,2.991780822
LCR_res,446,0.993000057,26.2,0.6,0.44109589
LCR_res,447,0.993000057,12.2,3.8,0.44109589
LCR_res,448,-1.091905518,13.6,4.7,1.553424658
LCR_res,448,0.782835335,18.3,-0.1,0.005479452
LCR_res,448,-0.472037364,18.2,6.3,1.956164384
LCR_res,449,0.819727644,10.5,4.2,0.517808219
LCR_res,450,-0.062698029,11,0.8,0.073972603
LCR_res,450,0.992693052,11.8,2.2,0.438356164
LCR_res,451,-0.176837563,15.4,0.2,0.076712329
LCR_res,451,0.972479591,15.6,0.4,0.005479452
LCR_res,451,0.993259743,16,2.2,0.435616438
LCR_res,452,0.819727644,25.9,1.7,0.517808219
LCR_res,453,0.993000057,16.5,2.5,0.44109589
LCR_res,453,-0.082647387,19,-0.4,0.005479452
LCR_res,454,0.993259743,16.9,1.8,0.435616438
LCR_res,455,0.993000057,10.3,4.1,0.44109589
LCR_res,456,0.98695045,19.9,2.8,0.438356164
LCR_res,457,-0.828743677,14.5,6.5,0.920547945
LCR_res,458,-1.912965794,16.6,3.8,0.630136986
LCR_res,459,-0.572847207,18.9,10.2,7.517808219
LCR_res,459,-0.408951961,29.1,1.4,5.090410959
LCR_res,460,0.815328196,10.6,5.4,0.520547945
LCR_res,461,1.111130767,10.1,-0.3,0.002739726
LCR_res,461,0.986770275,9.8,3.7,0.443835616
LCR_res,462,0.985791933,10.1,5.5,0.430136986
LCR_res,462,-1.032331895,15.6,6.9,1.62739726
LCR_res,462,-0.502033074,22.5,0.7,0.890410959
LCR_res,462,0.522332631,23.2,0.1,0.071232877
LCR_res,462,-0.567749648,23.3,2,0.931506849
LCR_res,463,-0.151560273,15.5,0,0.008219178
LCR_res,464,0.835775231,14.7,1.2,0.515068493
LCR_res,465,-1.090500585,12.8,7.6,1.553424658
LCR_res,466,0.979812859,10.7,4,0.446575342
LCR_res,467,0.979745325,17.5,2,0.452054795
LCR_res,468,0.978620494,19.9,1.8,0.432876712
LCR_res,469,0.810288632,23,1.3,0.523287671
LCR_res,470,0.97990547,17.6,2.6,0.44109589
LCR_res,471,-1.092167575,20,7.1,1.550684932
LCR_res,471,0.785530304,27.1,-0.4,0.002739726
LCR_res,471,0.166296236,26.7,0.8,0.071232877
LCR_res,471,0.514215488,27.5,-0.4,0.005479452
