ch_col1,ch_col2,ch_col3,ch_col4,ch_col5,ch_col6,ch_col7,ch_col8,ch_col9,ch_col10,ch_col11,ch_col12,ch_col13,ch_col14,ch_col15,ch_col16,ch_col17,ch_col18,ch_col19,sumf,suml,fr,newtag
10,10,10,10,10,10,10,10,10,10,2,10,9,10,10,10,10,10,10,11,19,10,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,3,10,10,10,10,11,15,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,7,10,10,10,10,11,15,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,9,3,10,10,10,11,16,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,9,10,9,10,9,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,9,10,10,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,10,10,9,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,10,10,10,9,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,10,10,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,10,2,10,10,10,10,11,15,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,10,9,10,9,9,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,10,9,10,10,9,10,11,19,2,0
10,10,10,10,10,10,10,10,10,10,2,10,10,10,9,10,10,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,10,9,10,11,19,3,0
10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,10,10,9,11,19,1,0
10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,10,10,10,11,19,19,0
10,10,10,10,10,10,10,10,10,10,3,3,10,10,10,10,10,10,10,11,12,1,0
10,10,10,10,10,10,10,10,10,10,3,10,7,10,10,10,10,10,10,11,13,1,0
10,10,10,10,10,10,10,10,10,10,3,10,9,9,9,9,4,10,10,11,17,1,0
10,10,10,10,10,10,10,10,10,10,3,10,9,9,9,9,9,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,3,10,9,9,9,10,9,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,3,10,9,10,9,10,10,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,3,10,9,10,10,9,9,9,9,11,19,1,0
10,10,10,10,10,10,10,10,10,10,3,10,9,10,10,10,10,10,10,11,19,2,0
10,10,10,10,10,10,10,10,10,10,3,10,10,9,10,10,10,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,3,10,10,10,9,10,10,9,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,3,10,10,10,9,10,10,10,10,11,19,2,0
10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,9,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,10,10,11,19,8,0
10,10,10,10,10,10,10,10,10,10,4,10,9,9,9,10,10,10,8,11,19,1,0
10,10,10,10,10,10,10,10,10,10,4,10,9,9,10,10,9,10,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,4,10,9,10,9,10,10,9,9,11,19,1,0
10,10,10,10,10,10,10,10,10,10,4,10,10,9,10,10,10,9,10,11,19,1,0
10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,11,19,4,0
10,10,10,10,10,10,10,10,10,10,10,1,1,10,10,10,10,10,10,12,13,1,0
10,10,10,10,10,10,10,10,10,10,10,1,10,10,9,10,9,9,10,12,19,2,0
10,10,10,10,10,10,10,10,10,10,10,2,6,10,10,10,10,10,10,12,13,3,0
10,10,10,10,10,10,10,10,10,10,10,2,9,2,10,10,10,10,10,12,14,2,0
10,10,10,10,10,10,10,10,10,10,10,2,9,6,10,10,10,10,10,12,14,1,0
10,10,10,10,10,10,10,10,10,10,10,2,9,9,9,9,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,9,9,10,10,10,10,10,12,19,2,0
10,10,10,10,10,10,10,10,10,10,10,2,9,10,7,10,10,10,10,12,15,1,0
10,10,10,10,10,10,10,10,10,10,10,2,9,10,9,10,9,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,9,10,9,10,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,9,10,10,10,9,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,9,10,10,10,10,10,10,12,19,5,0
10,10,10,10,10,10,10,10,10,10,10,2,10,2,10,10,10,10,10,12,14,2,0
10,10,10,10,10,10,10,10,10,10,10,2,10,6,10,10,10,10,10,12,14,2,0
10,10,10,10,10,10,10,10,10,10,10,2,10,9,9,10,10,10,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,3,10,10,12,17,1,0
10,10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,10,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,10,10,10,12,19,2,0
10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,9,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,9,9,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,10,10,12,19,6,0
10,10,10,10,10,10,10,10,10,10,10,3,9,9,4,10,10,10,10,12,15,1,0
10,10,10,10,10,10,10,10,10,10,10,3,9,9,9,9,9,10,10,12,19,2,0
10,10,10,10,10,10,10,10,10,10,10,3,9,9,9,10,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,9,9,10,10,9,10,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,9,9,10,10,10,9,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,9,10,9,10,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,10,10,10,10,12,19,6,0
10,10,10,10,10,10,10,10,10,10,10,3,10,9,9,10,9,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,9,10,9,9,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,7,10,10,10,10,12,15,2,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,9,10,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,10,10,9,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,10,10,10,10,12,19,3,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,9,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,3,10,10,12,17,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,9,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,10,12,19,4,0
10,10,10,10,10,10,10,10,10,10,10,4,9,9,9,9,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,9,9,9,10,10,10,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,9,10,8,10,10,10,10,12,15,1,0
10,10,10,10,10,10,10,10,10,10,10,4,9,10,10,8,10,10,10,12,16,1,0
10,10,10,10,10,10,10,10,10,10,10,4,9,10,10,10,10,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,9,10,10,10,10,10,10,12,19,7,0
10,10,10,10,10,10,10,10,10,10,10,4,10,9,9,10,9,9,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,10,9,9,10,10,10,9,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,10,9,10,10,10,10,10,12,19,3,0
10,10,10,10,10,10,10,10,10,10,10,4,10,10,9,9,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,10,10,9,10,8,10,10,12,17,1,0
10,10,10,10,10,10,10,10,10,10,10,4,10,10,9,10,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,9,10,10,10,12,19,1,0
10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,12,19,6,0
10,10,10,10,10,10,10,10,10,10,10,10,1,9,10,10,10,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,1,10,2,10,10,10,10,13,15,1,0
10,10,10,10,10,10,10,10,10,10,10,10,1,10,9,9,10,3,10,13,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,1,10,9,10,9,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,2,10,10,10,10,10,13,14,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,9,9,9,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,10,10,10,10,13,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,2,9,10,3,10,10,10,13,16,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,9,10,10,9,7,10,13,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,9,10,10,10,9,4,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,9,10,10,10,10,10,13,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,7,10,10,10,10,13,15,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,9,10,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,10,7,10,10,13,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,10,9,3,10,13,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,10,9,9,9,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,9,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,3,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,10,13,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,3,7,10,10,10,10,10,13,14,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,9,9,10,3,10,10,13,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,8,10,10,13,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,9,10,10,13,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,10,10,3,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,10,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,10,8,10,10,13,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,10,9,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,10,10,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,10,13,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,4,9,9,10,10,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,9,10,10,9,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,13,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,14,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,10,10,10,10,14,15,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,10,10,10,10,14,15,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,3,10,10,10,14,16,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,10,10,7,10,14,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,3,10,10,14,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,7,10,10,14,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,9,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,9,10,10,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,9,9,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,14,19,11,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,10,10,10,10,14,15,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,7,10,10,10,10,14,15,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,3,10,10,14,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,9,9,9,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,10,10,14,19,4,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,3,10,10,14,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,9,10,9,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,10,10,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,9,10,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,10,14,19,12,0
10,10,10,10,10,10,10,10,10,10,10,10,10,4,9,10,9,8,10,14,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,4,9,10,10,10,10,14,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,9,9,10,10,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,9,10,10,14,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,9,14,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,14,19,9,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,6,10,10,15,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,9,9,9,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,9,10,3,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,10,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,10,9,9,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,7,10,15,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,9,9,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,9,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,10,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,9,9,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,15,19,11,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,7,10,10,10,15,16,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,9,9,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,4,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,3,10,10,15,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,9,9,15,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,10,9,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,10,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,8,10,15,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,9,15,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,9,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,15,19,23,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,10,10,10,15,16,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,9,9,10,15,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,9,10,10,15,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,15,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,6,10,10,16,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,9,10,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,6,10,10,16,17,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,3,10,16,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,10,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,9,9,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,10,16,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,3,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,16,19,5,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,9,10,10,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,9,10,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,4,16,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,6,10,17,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,9,9,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,9,10,17,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,3,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,6,10,17,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,10,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,17,19,7,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,10,17,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,7,10,17,18,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,8,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,9,17,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,10,17,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,8,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,9,17,19,2,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,17,19,11,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,9,9,17,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,9,10,17,19,3,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,8,17,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,17,19,11,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,7,18,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,18,19,5,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,18,19,9,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,9,18,19,4,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,18,19,18,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,18,19,1,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,18,19,14,0
1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,3,1
1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
1,10,9,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,1,19,1,1
1,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,1,19,1,1
1,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,3,1
1,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
1,10,10,10,10,10,10,9,3,10,10,10,10,10,10,10,10,10,10,1,9,1,1
1,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,10,10,1,12,1,1
1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,4,1
2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,2,1
2,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,1,1
2,9,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,3,1,1
2,9,9,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,4,1,1
2,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,1,19,1,1
2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,5,1
2,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,4,1,1
2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,5,1
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,6,1
3,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,1,1
3,9,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,4,1,1
3,9,9,9,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,1,1
3,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
3,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,5,1
3,9,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,4,1,1
3,9,10,9,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,1,19,1,1
3,9,10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,1,1
3,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,1,19,1,1
3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,4,1
3,10,9,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,4,1,1
3,10,9,9,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,1,1
3,10,9,9,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,1,1
3,10,9,9,10,9,10,9,10,10,9,4,10,10,10,10,10,10,10,1,12,1,1
3,10,9,9,10,9,10,10,10,10,9,10,9,10,9,10,10,10,10,1,19,1,1
3,10,9,9,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,1,19,1,1
3,10,9,9,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,1,9,1,1
3,10,9,9,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,1,10,1,1
3,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,3,1
3,10,9,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,1,1
3,10,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
3,10,9,10,10,10,9,10,10,10,10,10,10,8,10,10,10,10,10,1,14,1,1
3,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
3,10,9,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,1,19,1,1
3,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,1,19,1,1
3,10,9,10,10,10,10,10,10,10,10,10,9,3,10,10,10,10,10,1,14,1,1
3,10,9,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,10,1,14,1,1
3,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,1,19,1,1
3,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,1,19,1,1
3,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,5,1
3,10,10,9,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,1,1
3,10,10,9,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,1,19,1,1
3,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
3,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,1,19,1,1
3,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,1,19,1,1
3,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,2,1
3,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
3,10,10,10,10,10,10,9,3,10,10,10,10,10,10,10,10,10,10,1,9,1,1
3,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
3,10,10,10,10,10,10,10,10,10,9,10,9,9,10,10,10,10,10,1,19,1,1
3,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,1,19,1,1
3,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,1,19,1,1
3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,17,1
4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,1,1
4,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,2,1
4,9,9,9,10,9,10,9,10,9,10,10,9,10,10,10,10,10,10,1,19,1,1
4,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
4,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
4,9,10,9,10,10,10,9,10,10,10,10,9,9,9,10,10,10,10,1,19,1,1
4,9,10,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,10,1,9,1,1
4,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,3,1
4,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,3,2,1
4,10,9,9,10,9,9,10,10,10,10,10,9,10,9,9,10,10,10,1,19,1,1
4,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
4,10,9,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,10,1,7,1,1
4,10,9,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
4,10,9,10,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,1,19,1,1
4,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,1,19,3,1
4,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,1,19,1,1
4,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,5,1
4,10,10,9,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,1,1
4,10,10,9,10,10,9,9,4,10,10,10,10,10,10,10,10,10,10,1,9,1,1
4,10,10,9,10,10,9,10,10,9,10,10,9,10,10,10,10,10,10,1,19,1,1
4,10,10,9,10,10,9,10,10,10,10,10,9,9,9,10,10,10,10,1,19,1,1
4,10,10,9,10,10,10,9,10,10,10,10,10,10,9,9,10,10,10,1,19,1,1
4,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,19,1,1
